PRIMARY	RUNOFF	GENERAL
		36418
		952
		308179
		3111
		461
		627749
2028		83169
4659		
6805		
		3083
		921
5103		159302
		723
		234527
		7307
		9348
		997
		353257
70237		909727
1666		
27513		
		9041
		226
74559		999820
46037		8269466
		39307
		2
		5
		8
		8
		1
		9
		5
		6
		8
		60804
		50506
546775		4583486
17046		
88413		
2467		
9428		
251311		
898191		464903
96092		
62912		
6650		
4663		
1199		
890510		
		26784
		56519
		93758
8417896		9057327
78247		352239
75236		
99375		18808
18491		
741862		873931
60912		974039
20813		
16476		99340
24152		
29947		
145890		191929
85851		799042
21871		
93238		13247
45543		
38880		
680281		963120
59924		431617
45549		
79976		
36374		79073
5122		
62070		
79164		299600
78706		366469
27708		
50581		904385
50543		
772451		196153
56640		586806
67210		
89035		46431
54089		
827641		552022
96067		312445
7341		
6722		
606582		
62701		84999
97404		
		43166
131422		571284
24574		614147
74818		
37984		154037
78246		
403345		816641
63828		621089
89184		
94400		48055
15600		
36442		649480
348719		5098019
876575		951566
17401		
964329		
29804		191089
53578		
5560		
4641		
1636		
6665		
93198		
793014		646871
95559		900164
29426		
12515		69664
61851		
		35
		65
39560		714000
42031		61520
84075		
44712		10810
92708		
91278		
61307		
20947		747340
50759		72667
20322		
9133		40130
2626		
38405		
51800		674518
763324		816428
303358		5114219
88864		
121		
339469		
677889		860784
730		
323235		
4		
6		
84		
25		
9824		49574
29		
3583		
		28015
		8544
197848		2681232
62867		853230
35		
77932		
3641		56516
5206		
8577		
2602		
4304		
14		
28493		
		711
50755		875717
47894		286556
602		
58541		
91785		164097
35		
93119		
		459
64546		602551
61282		522883
8216		
10		
95694		
77230		26781
14		
74618		
		275
3		
6		
36197		553075
15094		439541
238		
33875		
1175		74869
34		
6440		
		648
25322		464519
72824		944485
55		
95465		
98413		586912
25		
23496		
527		1337
1		
425		
		5627
		605
41110		852390
14658		707271
50		
		3150
78402		
140		
980		
4		
8		
4		
6		
4		
8		
98436		205657
81645		312205
310		
44026		
46584		84039
5107		
8		
12982		
226		2331
791		
		46
9		
7		
25504		990725
18171		527560
27418		
47798		
17		
91671		
92729		887391
58741		
26		
63819		
		621
831281		691522
252981		4087137
15676		311742
22111		
45476		66436
26647		
		264
804936		348462
60008		24792
12785		
86228		
38329		39563
97199		
		9333
		314
208904		688144
904706		396623
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
