PRIMARY	RUNOFF	GENERAL 
71065		3495355
		3178
		3643294
104342		233780
104342		
52700		111240
52700		
157042		345020
98304		217416
5590		
8857		
112751		
68189		131051
68189		
180940		348467
83409		216701
21356		
104765		
32372		121828
27738		
60110		
164875		338529
93241		169940
6842		
100083		
49841		99430
49841		
149924		269370
96584		211305
12155		
108739		
34251		112382
19645		
53896		
5268		
5268		
3673		
3673		
171576		323687
96862		205991
14983		
111845		
51300		102081
51300		
6014		
6014		
169159		308072
95344		291963
6685		
3199		
105228		
19307		57054
19307		
3410		
1216		
4626		
129161		349017
74140		191568
74140		
68010		171358
5051		
1886		
74947		
2116		
1523		
3639		
152726		362926
81503		176295
81503		
44472		93080
44472		
125975		269375
1401378		2914463
95674		187734
95674		
		69
		61
95674		187864
42476		147334
42476		
66112		110819
30177		
9068		
105357		
		16
147833		258169
100801		133522
100801		
15916		66005
15916		
116717		199527
360224		645560
271327		447560
51068		
29699		
352094		
81189		254629
81189		
		83
		36
433283		702308
11718		231009
24		
11742		
6015		125268
5221		
4511		
689		
49		
16485		
141		4606
3		
144		
14		
14		
		224
28385		361107
18414		277914
132		
18546		
7407		122513
22		
7429		
13		
13		
12		
12		
		414
26000		400841
18039		225208
62		
18101		
17841		122760
63		
17904		
345		8236
225		
6		
576		
6		
6		
		196
36587		356400
18342		222728
694		
19036		
		2169
19036		254179
47144		275271
13078		
14		
60236		
691		
15		
691		
15		
5		
5		
		913
60947		345899
21839		221875
82		
21921		
7441		126090
4548		
22		
12011		
18		
18		
12		
12		
		299
33962		348264
25100		212666
129		
25229		
8208		136938
35		
8243		
7		
7		
6		
6		
		233
33485		349837
14500		193662
26		
14526		
16569		164621
93		
16662		
13		
13		
13		
13		
		364
31214		358647
269616		2775174
33149		131244
26827		
8537		
3171		
139		
71823		
24741		106758
147		
24888		
187		11030
17		
204		
		363
96915		249395
96915		249395
69195		189046
463		
69658		
14221		60631
8578		
181		
22980		
46		
46		
		269
92684		249946
68194		183063
566		
68760		
12316		66202
11984		
86		
24386		
34		
34		
		293
93180		249558
185864		499504
