PRIMARY	RUNOFF	GENERAL
100020		
6494		27804
6494		
106514		174427
90659		146347
90659		
3829		20395
2729		
6558		
12		5748
12		
97229		172490
44401		127768
20918		
16231		
81550		
12603		37954
5242		
2		
17847		
99397		165722
36915		69910
36915		
3102		11532
3102		
40017		81442
53727		114319
6050		
4876		
64653		
9567		32250
9567		
		12
74220		146581
50794		91382
50794		
14283		86572
13159		
5133		
32575		
		3
83369		177957
77287		143071
6646		
2921		
86854		
6586		21939
6586		
		1
93440		165011
23375		93355
23375		
25085		80720
19370		
9169		
2630		
1275		
921		
58450		
		9312
		7
81825		183394
57490		122852
57490		
13482		41858
2385		3
15867		
73357		164713
36115		107929
13		
36128		
23462		94278
9694		
33156		
		1
69284		202208
45954		109009
45954		
29436		88846
29436		
		1
75390		197856
45600		157802
4991		
50591		
		7
50591		157809
52900		119720
13564		
66464		
17919		85507
13789		
31708		
		7
98172		205234
69198		117870
69198		
15022		79274
7809		
22831		
92029		197144
55833		116810
55833		
17571		86025
17571		
73404		202835
60440		125951
60440		
27749		63627
27749		
		8523
88189		198101
38780		
38780		
13287		86161
12962		
5241		
31490		
70270		201186
49400		150194
49400		
21798		73052
21798		
71198		223246
42588		143491
74		
42662		
20555		92861
12835		
33390		
76052		236352
1513953		3453708
393960		1171553
393960		
		444
		294
393960		1341111
55144		104195
55144		
8416		40146
4761		
3576		
2457		
19210		
		5266
74354		149607
30589		103561
6280		
36869		
25139		88300
10716		
35855		
72724		191861
39449		95421
15845		
55294		
12556		80357
2494		
1979		
1881		
18910		
74204		175778
50695		111057
18799		
69494		
7522		66986
3828		
3433		
14783		
84277		178043
7039		64362
4742		
4590		
1953		
18324		
61150		133118
6869		
4822		
72841		
		18
91165		204929
52188		115266
8406		
60594		
23525		76812
10324		
33849		
94443		192078
29503		74750
4052		
1690		
730		
306		
36281		
11336		64304
4516		
3834		
1273		
20959		
57240		139054
45765		131019
45765		
32018		83704
32018		
77783		214723
53883		110454
9415		
2501		
2267		
68066		
30273		100469
7363		
		33
37636		
105702		220849
731892		1666922
10489		114322
9971		
7453		
1161		
23		
29097		
10977		89729
8483		
3172		
22		
22654		
		2201
		1226
		143
51751		207621
501		107683
936		
1437		
8430		101707
88		
8518		
		196
9955		209586
31602		115769
391		
31993		
8713		103722
50		
8763		
		3591
		205
40756		223287
14899		121650
45		
14944		
20597		90982
77		
20674		
		98
35618		212730
21512		105580
101		
21613		
8874		64181
5286		
28		
14188		
		8159
		2479
		65
35801		180464
173881		1033688
60840		156728
60840		
14109		39781
14109		
		2869
74949		199378
21335		114139
21335		
41941		106329
41941		
		5094
63276		225562
19492		153105
19492		
21716		79824
13602		
3610		
2888		
41816		
		4051
61308		236980
36844		116386
36844		
4382		62166
4348		
3848		
3317		
15895		
		4655
52739		183207
252272		845127
80594		83865
16320		
7668		
104582		
104582		207483
49067		95415
18470		
67537		
67537		213963
30962		122489
18662		
4582		
3322		
57528		
		2134
		774
57528		241965
		10100
		204767
47362		52367
19928		
67290		
67290		199568
		27015
		185780
296937		1253526
		148128
		94026
		136331
		134272
		114582
		114306
		160853
58979		402598
673		
59652		
22582		111984
22019		
44601		
		29220
		179
104253		543981
26801		170949
26801		
28172		88009
28172		
		22029
54973		280987
23242		179732
23242		
24139		75146
24139		
47381		254878
102354		535865
257545		965477
238957		
30737		
10997		
7773		
6919		
5081		
4949		
3950		
3908		
3486		
3459		
2305		
2208		
2039		
1848		
1832		
1702		
589695		
190790		787182
6280		
4110		
4063		
3946		
2565		
2335		
2298		
2114		
902		
219403		
		796
		120
809098		1781139
47165		185177
47165		
22021		83738
16848		
11737		
50606		
		232
97771		269147
56450		135818
12118		
68568		
6858		60195
6437		
3551		
16846		
		215
85414		196228
26954		150142
21481		
18008		
7561		
4084		
3774		
2202		
390		
84454		
8969		79174
7886		
1921		
1596		
1322		
939		
579		
462		
23674		
		229
108128		234486
40857		141897
38126		
3200		
82183		
6407		32792
6407		
		1214
88590		175903
67698		168114
67698		
		1110
		635
67698		203323
45474		141200
11889		
57363		
22903		92030
15780		
38683		
		128
96046		239453
73335		158830
73335		
		3147
73335		161977
73544		168872
6989		
80533		
5980		48324
4201		
2990		
13171		
		191
93704		220685
710686		1701202
729137		1500738
10149		
739286		
35595		661532
34262		
550		
70407		
		3220
809693		2165490
63875		158057
211		
64086		
135		
135		
		48574
		253
64221		206884
60953		164939
446		
61399		
395		
395		
		2254
61794		167193
64756		166973
370		
65126		
222		
222		
		1983
65348		168956
80066		176513
373		
80439		
300		
145		
445		
		2730
80884		179243
62052		159120
422		
62474		
753		
753		
		3152
63227		162272
71530		168056
884		
72414		
6051		72997
80		
6131		
		572
78545		241625
80901		171902
560		
81461		
350		
350		
		2889
81811		174791
56482		125515
645		
57127		
201		
201		
		12449
		491
57328		138455
75323		169420
22048		
287		
97658		
4409		47114
52		
4461		
		502
102119		217036
82020		171812
450		
82470		
13542		78439
255		
13797		
		16808
		143
96267		267202
751399		1923657
513438		2151278
18		
513456		
360409		1559597
235072		
595481		
		24
1108937		3780142
44869		180448
44869		
31512		72753
31512		
76381		259927
48946		183006
48946		
21350		86950
21350		
70296		275394
51401		171212
51401		
11797		93846
11287		
23084		
74485		271352
50841		160041
50841		
32186		100260
32186		
83027		264245
55412		176171
55412		
22832		60967
22832		
78244		241691
40425		142125
40425		
21586		88978
21586		
62011		234583
33245		122348
29330		
62575		
10402		112665
3447		
3003		
2901		
19753		
		2614
82328		245026
41839		157237
7784		
49623		
30897		122107
30897		
		2362
80520		284471
46713		142390
20211		
66924		
26022		127620
26022		
		2468
92946		276180
52433		179072
52433		
8349		84689
7657		
5686		
2910		
24602		
77035		270421
40241		143658
40241		
26484		114248
26484		
66725		265784
40264		168494
40264		
23178		62689
23178		
		1862
63442		240115
30367		126308
30367		
		15
30367		126323
47579		158755
2		
47581		
7372		27367
7372		
54953		186122
38769		181946
38769		
		1
842		
842		
39611		206868
1032371		3648502
294671		1278849
23872		
318543		
147091		835653
10025		
5941		
163057		
5520		71194
2600		
2575		
10695		
		10714
		5408
		901
		29
		15
		5
		4
492295		2202772
26475		141556
26475		
24725		126486
3600		
28325		
		375
		4
54800		268421
		126
		290540
17579		184333
17579		
19259		99588
2911		
2894		
25064		
		323
42643		284244
37397		172096
37397		
8802		74797
4908		
13710		
		572
		1
51107		247466
29003		136060
21857		
14454		
3795		
470		
448		
347		
70374		
7352		52263
7352		
1086		51456
1086		
		4792
		334
78812		244905
		239
		302188
33732		179164
5476		
39208		
20475		74557
20475		
		3303
		170
59683		257194
		5508
		155
		284016
287045		2178974
46185	19477	213000
23175	10490	
20815		
14629		
42		
104846	29967	
		9522
104846	29967	610921
4159	5063	49174
2788	2446	
2514		
1740		
11201	7509	
11201	7509	144272
58941		100160
31906		
743		
91590		
91590		155832
		161480
6761		110996
8		
6769		
6769		139113
109560	7509	600697
282767		1055255
67173		
349940		
289573		1006941
13189		
11705		
6415		
4900		
325782		
1693		47792
1693		
		18383
		72
		16
677415		2128459
33358		141574
33358		
6822		47893
1388		
1206		
9416		
117		4768
117		
42891		194235
41464		176452
5597		
47061		
6973		105242
6327		
5646		
4576		
23522		
215		5923
215		
70798		287617
37200		145219
11517		
48717		
11890		70189
11890		
195		4213
195		
		1827
60802		221448
36799		159303
36799		
22233		69254
12114		
5781		
4605		
44733		
170		4479
170		
		2459
		30
81702		235525
38734		136149
38734		
14186		68456
14186		
189		7314
189		
53109		211919
33129		150882
33129		
29473		87477
29473		
167		4757
167		
		1679
62769		244795
47758		160942
5197		
4294		
2498		
59747		
6896		72592
4370		
3772		
15038		
224		7566
224		
		23
75009		241123
43527		156164
43527		
15279		57557
13305		
10053		
38637		
155		4268
155		
82319		217989
36026		149114
36026		
38426		87145
38426		
247		3925
247		
		2487
74699		242671
604098		2097322
65757		199845
38394		
1636		
1471		
940		
108198		
70434		196283
21754		
4082		
1203		
97473		
		10377
205671		406505
91836		239124
91836		
66364		158916
26990		
93354		
		8085
		9
185190		406134
185190		406134
91592		378388
91592		
909		
909		
127795		213928
95101		
42954		
265850		
1848		
1395		
861		
4104		
362455		592316
78960		121015
78960		
2228		
2228		
22818		86360
9332		
32150		
520		
196		
716		
114054		207375
52807		99475
10329		
63136		
83		
51		
134		
21321		82504
21321		
31		
31		
84622		181979
42010		113687
30349		
28844		
2912		
2001		
106116		
380		
208		
152		
22		
19		
781		
23777		93046
23777		
152		
152		
130826		206733
329502		596087
127023		322501
6649		
6754		
140426		
92270		238796
14425		
11147		
117842		
		8232
		7774
		5269
258268		582572
29655		85025
3267		
32922		
10615		40917
7907		
2193		
20715		
53637		131124
24770		117168
24349		
17317		
1835		
721		
68992		
68992		232724
22118		98261
6005		
4832		
3885		
1578		
38418		
38418		210979
161047		574827
12497		100691
7944		
1125		
1021		
422		
80		
57		
4		
23150		
20329		95527
3128		
74		
72		
58		
10		
1		
1		
23673		
		159
46823		196377
18002		108743
134		
111		
25		
6		
18278		
18068		94088
3239		
2557		
93		
46		
24003		
		3305
		156
42281		206292
89104		402669
159604		1200843
30340		
189944		
129794		997775
41828		
171622		
		14637
		11593
		7918
		5138
		6243
		2490
		3433
361566		2250070
18418		140110
18418		
18418		140110
14440		111245
14440		
8268		64279
1703		
9971		
		3071
		992
		385
		603
24411		180575
16228		122559
16228		
9960		86113
9960		
		1179
26188		209851
16109		124482
16109		
8368		62905
8368		
		1539
		614
24477		189540
23760		112142
3747		
27507		
6857		89503
3484		
10341		
		2597
37848		204242
10934		98615
10934		
5309		43539
5309		
		1619
16243		143773
16423		98399
16423		
8631		95454
8631		
		3176
		2046
25054		199075
11083		97568
11083		
3982		39053
3982		
		1018
15065		137639
18513		105853
18513		
6169		40879
6169		
		1363
24682		148095
22361		90264
22361		
22361		90264
26461		126085
26461		
8235		74414
8235		
		1730
		842
34696		203071
13315		125468
13315		
9383		65509
9383		
22698		190977
24661		77238
9486		
34147		
2769		19284
2769		
		1049
		998
		586
		475
36916		99630
329057		2136842
24216		75403
2647		
26863		
		2592
26863		77995
115198		394365
115198		
29592		163826
18312		
10070		
57974		
		359
173172		558550
17035		105986
17035		
30732		105125
30732		
47767		211111
22086		92620
22086		
23655		63119
23655		
		135
45741		155874
50472		144880
50472		
15654		49219
15654		
66126		194099
159634		561084
640955		2698931
124999		
765954		
114914		1212902
74108		
189022		
		55469
		20996
		6004
		6967
954976		4490053
		167688
		149488
11077		86918
2110		
13187		
13187		181630
		156911
		77190
		69405
		76217
		127622
		71762
19469		72171
15345		
6237		
1		
1		
1		
1		
1		
1		
1		
1		
41059		
41059		78307
15711		75520
13928		
11685		
9971		
1		
51296		
		12814
		671
		996
51296		98102
		70029
241		3667
163		
1		
1		
406		
406		104465
		141551
		110508
		58883
26564		4900
5430		
31994		
31994		122456
3239		5978
2908		
6147		
6147		175706
11231		100119
6110		
3568		
1799		
22708		
22708		195478
		235722
26246		139997
4341		
30587		
30587		214356
		121683
		169099
		2134
		203324
50		6503
16		
66		
66		217633
659		9187
346		
1005		
1005		210171
		176641
		147230
		206121
198455		4135378
		82510
		129264
		144977
39637		127340
2768		
1886		
44291		
44291		195939
8207		72061
4982		
3321		
1859		
18369		
18369		168199
		153094
		139820
13109		60597
4456		
4137		
2822		
24524		
24524		121523
		159643
		152393
29921		124972
10180		
40101		
27413		107342
6746		
34159		
74260		232314
		106472
6065		56120
2417		
1187		
9669		
9669		154660
171113		1940808
58231		150146
58231		
40647		64417
40647		
		2194
		1395
98878		218152
57316		142934
57316		
40172		74687
40172		
97488		217621
97488		217621
583776		2257369
163628		
747404		
565580		1761037
114186		
108978		
788744		
1536148		4019236
31342		105680
31342		
17344		96584
17344		
48686		202264
33938		120112
30297		
4433		
2526		
71194		
10455		117595
6535		
6376		
3668		
1489		
28523		
		298
		76
99717		238081
35511		127978
35511		
12363		
5093		
4626		
22082		
57593		218628
38017		129958
22504		
8460		
2596		
2358		
1239		
75174		
26591		86678
26591		
101765		216636
54168		129813
54168		
28373		98544
28373		
82541		228357
43687		135628
14900		
7459		
66046		
18519		82848
8708		
7606		
4315		
39148		
105194		218476
49808		137899
49808		
20648		89579
20648		
70456		227478
43713		136863
43713		
15277		77640
15277		
58990		214503
44234		153880
44234		
8625		55119
6503		
6347		
21475		
65709		208999
51485		138393
15890		
67375		
15270		69996
8166		
23436		
90811		208389
55319		146799
55319		
7556		29125
7556		
62875		175924
76457		145943
76457		
19387		108746
13815		
6563		
4986		
44751		
121208		254689
21268		135639
16915		
14837		
9891		
3537		
1030		
949		
495		
68922		
12088		85922
7079		
6536		
4261		
2306		
32270		
101192		221561
38137		144069
38137		
15401		97753
11313		
9534		
36248		
		8500
74385		250322
44020		110714
44020		
27895		109659
27895		
		194
71915		220567
32526		137167
23170		
55696		
20508		97955
19897		
40405		
96101		235122
71532		170369
71532		
249		41925
249		
71781		212294
18251		129646
12071		
11340		
5514		
47176		
34515		
15918		
50433		
97609		208905
1478528		3961195
5946		
2224		
8170		
8170		
9523		
2113		
1448		
781		
500		
14365		
14365		
38279		116920
5826		
1895		
46000		
		10085
46000		183729
9941		45861
3829		
13770		
13770		168208
24177		61749
11249		
9833		
45259		
45259		189791
		183041
16691	26748	108936
11718	15669	
9139		
4870		
4493		
1376		
48287	42417	
24660		67293
14455		
39115		
		4196
87402	42417	180425
192431	42417	905194
55188		169409
4795		
1595		
1582		
234		
63394		
36565		90904
772		
37337		
		447
100731		269627
70519		181529
7401		
248		
78168		
18982		82484
11230		
6438		
4275		
993		
41918		
		513
120086		271719
63350		186380
6338		
146		
69834		
353		59529
1606		
1959		
		698
71793		253610
66432		180607
596		
67028		
47560		109105
9757		
649		
57966		
		532
124994		290244
54649		146973
606		
55255		
46051		116424
627		
46678		
		483
101933		272234
519537		1357434
629271		2392984
66364		
48113		
1114		
744862		
561952		1684778
3631		
565583		
		3281
1310445		4081043
29990		137987
29990		
		12
29990		137999
41566		165867
41566		
3159		17291
3159		
		4125
44725		187283
36189		108525
146		
36335		
35001		85110
264		
35265		
		8706
		177
71600		202518
32322		131847
26596		
148		
59066		
34559		122049
302		
34861		
		188
93927		254084
44827		115126
149		
44976		
28715		76456
228		
28943		
		145
73919		191727
30088		121047
30088		
22242		117892
6961		
29203		
59291		238939
17616		147898
17616		
35604		114426
35604		
		110
53220		262434
17889		125656
9812		
8		
27709		
22862		124138
23		
22885		
		23
50594		249817
54954		121069
369		
55323		
1935		79610
525		
2460		
		141
57783		200820
26300		110115
211		
26511		
31434		97862
24396		
125		
55955		
		196
82466		208173
50117		134340
23		
50140		
18910		51033
28		
18938		
		40
69078		185413
60376		123472
312		
60688		
21619		79612
115		
21734		
		79
82422		203163
22877		147368
22877		
17042		75492
17042		
39919		222860
54213		161075
17193		
152		
71558		
571		
571		
		17720
		606
72129		179401
18858		106153
18858		
4513		86186
1098		
201		
5812		
		5802
		32
24670		198173
46273		115741
46273		
15442		80915
15442		
		7958
		55
61715		204669
28720		137253
28720		
43329		75455
43329		
		69
72049		212777
33195		144632
273		
33468		
27851		105419
24779		
362		
52992		
		189
86460		250240
21862		74625
7		
21869		
43180		142512
13		
43193		
		5640
		121
65062		222898
1191019		4013388
69301		206110
8941		
6758		
85000		
34939		179001
29556		
64495		
		185
		68
		17
		16
		15
		8
		6
		5
		5
		5
		5
		5
149495		385451
38087		124676
38087		
12407		41856
5517		
17924		
		13638
		5
		5
		5
56011		180185
24988		140352
15458		
40446		
		52743
		44
		21
		10
		9
		7
		6
		5
40446		193197
96457		373382
3393	1704	68343
5100	1335	
2236		
10729	3039	
		4875
		104
10729	3039	193375
11468		76090
8054		
19522		
		151
19522		204052
9738		59795
4747		
14485		
		6244
		67
14485		177988
		85
		179931
		63
		175154
		88
		155706
44736	3039	1086206
		333562
		333562
231541		929911
161189		
83078		
5309		
481117		
333789		879976
41802		
27175		13
14724		
4410		
96		
421996		
		10831
		3746
		3580
		3033
		2589
		14
		1
		1
903113		1833695
16583		108336
16010		
13580		
12864		
7885		
3334		
1709		
1087		
818		
284		
227		
170		
162		
74713		
6973		65538
4541		
4105		
1905		
17524		
		1024
		1003
		966
		411
92237		177278
55295		157095
7994		
63289		
9660		45025
8075		
17735		
81024		202120
57569		130791
3579		
3112		
1702		
65962		
14743		68324
14036		
28779		
94741		199115
56618		123666
6564		
2511		
65693		
15053		62449
11326		
10017		
36396		
102089		186115
38148		122919
3518		
41666		
17113		49702
17113		
		3766
		1755
58779		178142
53916		129069
4490		
58406		
27803		60392
27803		
		2035
		884
86209		192380
63372		152288
63372		
17080		73369
11569		
28649		
		1806
		898
		848
		710
		663
92021		230582
61764		129610
61764		
24753		47492
6661		
31414		
		6
93178		177108
23629		103341
19164		
9334		
8055		
6927		
2169		
1804		
1700		
1336		
675		
645		
384		
274		
141		
122		
76359		
12132		31002
2949		
1910		
1567		
770		
19328		
		38243
95687		172586
795965		1715426
627163		2661789
627163		
215776	124663	1555202
191400	82589	
93609		
500785	207252	
1127948	207252	4314663
35267		104099
35267		
10121		46303
8851		
18972		
54239		153070
16723		90490
16723		
18491		45080
18491		
35214		137865
13348		88690
2292		
15640		
2478		49529
2478		
18118		141881
24409		106495
24409		
15696		55278
15696		
40105		165269
24793		88478
24793		
7516		50983
7516		
32309		143252
23222		91927
23222		
8538		56369
8538		
31760		152036
27788		99318
27788		
3950		64514
1902		
5852		
33640		167785
24727		105665
24727		
19881		51393
19881		
44608		157058
10549		60253
10549		
10549		60253
22901		97726
22901		
3703	2611	71415
3610	1078	
1291		
1475		
10079	3689	
32980	3689	176755
37391		107268
37391		
37391		107268
20426		98371
20426		
4846		45676
4846		
25272		146935
36477		108107
36477		
10651		33460
10651		
47128		145396
24086		94380
6935		
31021		
13244		62429
13244		
44265		156809
39094		
7830		
46924		
28931		61116
28931		
28931		77688
11913		92478
11913		
17291		64142
14712		
32003		
43916		159124
9512		65936
9512		
2753		16448
2753		
12265		86051
37038		94785
37038		
9656		41676
9656		
		197
46694		140007
16398		68348
16398		
16398		78245
27166		
11264		
38430		
7993		76775
7993		
20563		
9941		
1550		
1115		
33169		
		61938
		428
		89
41162		148239
30164		
17929		
48093		
9716		83835
9716		
3089		52075
3089		
12805		140138
29119		
29119		
17964		94219
17964		
5157		58271
5157		
23121		156483
31563		62058
31563		
7207		42538
7207		
38770		109314
45683		
45683		
4538		37174
4538		
2113		12347
2113		
6651		50550
17490		81348
17490		
1614	1129	17850
1308	727	
704		
3626	1856	
21116	1856	101448
23438		90869
23438		
7023		60293
7023		
30461		155383
13210		71461
13210		
3622		52269
3622		
16832		126652
1034949	5545	3540954
		123922
		
		
		
		
		571252
		178474
		
		
		225818
32881		95455
		
26143		
59024		
59024		165398
59024		569690
		171638
22008		84924
10479		
1722		1735
1382		
35591		
160		801
9		
169		
		1536
		1518
		267
35954		
585		
504		
403		
385		
355		
38186		
172		
172		
74118		262419
34706		139815
1033		
35739		
26199		117023
10285		
258		
36742		
84		721
8		
92		
142		
142		
		1390
		1013
		994
		963
		599
		208
72715		262726
72715		262726
83298		1175606
72486		
155784		
		26102
		2460
155784		2370445
		
		3236
		326
		228534
		481
		173159
		5448
		138994
		46487
		886
		198340
		
		1928
		99
		212079
		25129
		24731
		948
		203995
		4213
		272
		256397
3064		66639
1345		
4409		
		6094
		476
4409		217909
		136
		191415
		2107
		1851
		194
		241134
10831		102511
8818		
